Date;Zone Name;% Electric Cars;Average Consumption (kWh/km);Average Daily Distance (km/day)
25/11/2017;Zone H;0.34;0.01365087;36.23
26/11/2017;Zone H;0.34;0.0136496;36.23
27/11/2017;Zone H;0.34;0.01364833;36.23
28/11/2017;Zone H;0.34;0.01364705;36.23
29/11/2017;Zone H;0.34;0.01364578;36.23
30/11/2017;Zone H;0.34;0.01364451;36.23
01/12/2017;Zone H;0.34;0.01364323;36.23
02/12/2017;Zone H;0.34;0.01364196;36.23
03/12/2017;Zone H;0.34;0.01364069;36.24
04/12/2017;Zone H;0.34;0.01363942;36.24
05/12/2017;Zone H;0.34;0.01363814;36.24
06/12/2017;Zone H;0.34;0.01363687;36.24
07/12/2017;Zone H;0.34;0.0136356;36.24
08/12/2017;Zone H;0.34;0.01363433;36.24
09/12/2017;Zone H;0.34;0.01363306;36.24
10/12/2017;Zone H;0.34;0.01363178;36.24
11/12/2017;Zone H;0.34;0.01363051;36.24
12/12/2017;Zone H;0.34;0.01362924;36.24
13/12/2017;Zone H;0.34;0.01362797;36.24
14/12/2017;Zone H;0.34;0.0136267;36.24
15/12/2017;Zone H;0.34;0.01362543;36.24
16/12/2017;Zone H;0.34;0.01362416;36.24
17/12/2017;Zone H;0.34;0.01362289;36.24
18/12/2017;Zone H;0.34;0.01362161;36.24
19/12/2017;Zone H;0.34;0.01362034;36.24
20/12/2017;Zone H;0.34;0.01361907;36.24
21/12/2017;Zone H;0.34;0.0136178;36.25
22/12/2017;Zone H;0.34;0.01361653;36.25
23/12/2017;Zone H;0.34;0.01361526;36.25
24/12/2017;Zone H;0.34;0.01361399;36.25
25/12/2017;Zone H;0.34;0.01361272;36.25
26/12/2017;Zone H;0.34;0.01361145;36.25
27/12/2017;Zone H;0.34;0.01361018;36.25
28/12/2017;Zone H;0.34;0.01360891;36.25
29/12/2017;Zone H;0.34;0.01360764;36.25
30/12/2017;Zone H;0.34;0.01360637;36.25
31/12/2017;Zone H;0.34;0.0136051;36.25
01/01/2018;Zone H;0.34;0.0136038;36.25
02/01/2018;Zone H;0.34;0.01360249;36.25
03/01/2018;Zone H;0.34;0.01360119;36.25
04/01/2018;Zone H;0.34;0.01359988;36.25
05/01/2018;Zone H;0.34;0.01359857;36.25
06/01/2018;Zone H;0.34;0.01359727;36.25
07/01/2018;Zone H;0.34;0.01359596;36.25
08/01/2018;Zone H;0.34;0.01359466;36.26
09/01/2018;Zone H;0.34;0.01359335;36.26
10/01/2018;Zone H;0.34;0.01359205;36.26
11/01/2018;Zone H;0.34;0.01359074;36.26
12/01/2018;Zone H;0.34;0.01358944;36.26
13/01/2018;Zone H;0.34;0.01358813;36.26
14/01/2018;Zone H;0.35;0.01358683;36.26
15/01/2018;Zone H;0.35;0.01358552;36.26
16/01/2018;Zone H;0.35;0.01358422;36.26
17/01/2018;Zone H;0.35;0.01358291;36.26
18/01/2018;Zone H;0.35;0.01358161;36.26
19/01/2018;Zone H;0.35;0.0135803;36.26
20/01/2018;Zone H;0.35;0.013579;36.26
21/01/2018;Zone H;0.35;0.0135777;36.26
22/01/2018;Zone H;0.35;0.01357639;36.26
23/01/2018;Zone H;0.35;0.01357509;36.26
24/01/2018;Zone H;0.35;0.01357379;36.26
25/01/2018;Zone H;0.35;0.01357248;36.26
26/01/2018;Zone H;0.35;0.01357118;36.27
27/01/2018;Zone H;0.35;0.01356988;36.27
28/01/2018;Zone H;0.35;0.01356857;36.27
29/01/2018;Zone H;0.35;0.01356727;36.27
30/01/2018;Zone H;0.35;0.01356597;36.27
31/01/2018;Zone H;0.35;0.01356466;36.27
01/02/2018;Zone H;0.35;0.01356336;36.27
02/02/2018;Zone H;0.35;0.01356206;36.27
03/02/2018;Zone H;0.35;0.01356076;36.27
04/02/2018;Zone H;0.35;0.01355945;36.27
05/02/2018;Zone H;0.35;0.01355815;36.27
06/02/2018;Zone H;0.35;0.01355685;36.27
07/02/2018;Zone H;0.35;0.01355555;36.27
08/02/2018;Zone H;0.35;0.01355425;36.27
09/02/2018;Zone H;0.35;0.01355295;36.27
10/02/2018;Zone H;0.35;0.01355164;36.27
11/02/2018;Zone H;0.35;0.01355034;36.27
12/02/2018;Zone H;0.35;0.01354904;36.27
13/02/2018;Zone H;0.35;0.01354774;36.28
14/02/2018;Zone H;0.35;0.01354644;36.28
15/02/2018;Zone H;0.35;0.01354514;36.28
16/02/2018;Zone H;0.35;0.01354384;36.28
17/02/2018;Zone H;0.35;0.01354254;36.28
18/02/2018;Zone H;0.35;0.01354124;36.28
19/02/2018;Zone H;0.35;0.01353994;36.28
20/02/2018;Zone H;0.35;0.01353864;36.28
21/02/2018;Zone H;0.35;0.01353734;36.28
22/02/2018;Zone H;0.35;0.01353604;36.28
23/02/2018;Zone H;0.35;0.01353474;36.28
24/02/2018;Zone H;0.35;0.01353344;36.28
25/02/2018;Zone H;0.35;0.01353214;36.28
26/02/2018;Zone H;0.35;0.01353084;36.28
27/02/2018;Zone H;0.35;0.01352954;36.28
28/02/2018;Zone H;0.35;0.01352824;36.28
01/03/2018;Zone H;0.35;0.01352694;36.28
02/03/2018;Zone H;0.35;0.01352564;36.28
03/03/2018;Zone H;0.35;0.01352434;36.28
04/03/2018;Zone H;0.35;0.01352305;36.29
05/03/2018;Zone H;0.35;0.01352175;36.29
06/03/2018;Zone H;0.35;0.01352045;36.29
07/03/2018;Zone H;0.35;0.01351915;36.29
08/03/2018;Zone H;0.35;0.01351785;36.29
09/03/2018;Zone H;0.35;0.01351655;36.29
10/03/2018;Zone H;0.35;0.01351526;36.29
11/03/2018;Zone H;0.35;0.01351396;36.29
12/03/2018;Zone H;0.35;0.01351266;36.29
13/03/2018;Zone H;0.35;0.01351136;36.29
14/03/2018;Zone H;0.35;0.01351007;36.29
15/03/2018;Zone H;0.35;0.01350877;36.29
16/03/2018;Zone H;0.35;0.01350747;36.29
17/03/2018;Zone H;0.35;0.01350617;36.29
18/03/2018;Zone H;0.35;0.01350488;36.29
19/03/2018;Zone H;0.35;0.01350358;36.29
20/03/2018;Zone H;0.35;0.01350228;36.29
21/03/2018;Zone H;0.35;0.01350099;36.29
22/03/2018;Zone H;0.35;0.01349969;36.3
23/03/2018;Zone H;0.35;0.01349839;36.3
24/03/2018;Zone H;0.35;0.0134971;36.3
25/03/2018;Zone H;0.35;0.0134958;36.3
26/03/2018;Zone H;0.35;0.01349451;36.3
27/03/2018;Zone H;0.35;0.01349321;36.3
28/03/2018;Zone H;0.35;0.01349191;36.3
29/03/2018;Zone H;0.35;0.01349062;36.3
30/03/2018;Zone H;0.35;0.01348932;36.3
31/03/2018;Zone H;0.35;0.01348803;36.3
01/04/2018;Zone H;0.35;0.01348673;36.3
02/04/2018;Zone H;0.35;0.01348544;36.3
03/04/2018;Zone H;0.35;0.01348414;36.3
04/04/2018;Zone H;0.35;0.01348285;36.3
05/04/2018;Zone H;0.35;0.01348155;36.3
06/04/2018;Zone H;0.35;0.01348026;36.3
07/04/2018;Zone H;0.35;0.01347897;36.3
08/04/2018;Zone H;0.35;0.01347767;36.3
09/04/2018;Zone H;0.35;0.01347638;36.31
10/04/2018;Zone H;0.35;0.01347508;36.31
11/04/2018;Zone H;0.35;0.01347379;36.31
12/04/2018;Zone H;0.35;0.01347249;36.31
13/04/2018;Zone H;0.35;0.0134712;36.31
14/04/2018;Zone H;0.35;0.01346991;36.31
15/04/2018;Zone H;0.35;0.01346861;36.31
16/04/2018;Zone H;0.35;0.01346732;36.31
17/04/2018;Zone H;0.35;0.01346603;36.31
18/04/2018;Zone H;0.35;0.01346473;36.31
19/04/2018;Zone H;0.35;0.01346344;36.31
20/04/2018;Zone H;0.35;0.01346215;36.31
21/04/2018;Zone H;0.35;0.01346086;36.31
22/04/2018;Zone H;0.35;0.01345956;36.31
23/04/2018;Zone H;0.35;0.01345827;36.31
24/04/2018;Zone H;0.35;0.01345698;36.31
25/04/2018;Zone H;0.35;0.01345569;36.31
26/04/2018;Zone H;0.35;0.01345439;36.31
27/04/2018;Zone H;0.35;0.0134531;36.32
28/04/2018;Zone H;0.35;0.01345181;36.32
29/04/2018;Zone H;0.35;0.01345052;36.32
30/04/2018;Zone H;0.35;0.01344923;36.32
01/05/2018;Zone H;0.35;0.01344794;36.32
02/05/2018;Zone H;0.35;0.01344664;36.32
03/05/2018;Zone H;0.35;0.01344535;36.32
04/05/2018;Zone H;0.35;0.01344406;36.32
05/05/2018;Zone H;0.35;0.01344277;36.32
06/05/2018;Zone H;0.35;0.01344148;36.32
07/05/2018;Zone H;0.35;0.01344019;36.32
08/05/2018;Zone H;0.35;0.0134389;36.32
09/05/2018;Zone H;0.35;0.01343761;36.32
10/05/2018;Zone H;0.35;0.01343632;36.32
11/05/2018;Zone H;0.35;0.01343503;36.32
12/05/2018;Zone H;0.35;0.01343374;36.32
13/05/2018;Zone H;0.35;0.01343245;36.32
14/05/2018;Zone H;0.35;0.01343116;36.32
15/05/2018;Zone H;0.35;0.01342987;36.33
16/05/2018;Zone H;0.35;0.01342858;36.33
17/05/2018;Zone H;0.35;0.01342729;36.33
18/05/2018;Zone H;0.35;0.013426;36.33
19/05/2018;Zone H;0.35;0.01342471;36.33
20/05/2018;Zone H;0.35;0.01342342;36.33
21/05/2018;Zone H;0.35;0.01342213;36.33
22/05/2018;Zone H;0.35;0.01342084;36.33
23/05/2018;Zone H;0.35;0.01341956;36.33
24/05/2018;Zone H;0.35;0.01341827;36.33
25/05/2018;Zone H;0.35;0.01341698;36.33
26/05/2018;Zone H;0.35;0.01341569;36.33
27/05/2018;Zone H;0.35;0.0134144;36.33
28/05/2018;Zone H;0.35;0.01341311;36.33
29/05/2018;Zone H;0.35;0.01341183;36.33
30/05/2018;Zone H;0.35;0.01341054;36.33
31/05/2018;Zone H;0.35;0.01340925;36.33
01/06/2018;Zone H;0.35;0.01340796;36.33
02/06/2018;Zone H;0.35;0.01340668;36.34
03/06/2018;Zone H;0.35;0.01340539;36.34
04/06/2018;Zone H;0.35;0.0134041;36.34
05/06/2018;Zone H;0.35;0.01340281;36.34
06/06/2018;Zone H;0.35;0.01340153;36.34
07/06/2018;Zone H;0.35;0.01340024;36.34
08/06/2018;Zone H;0.35;0.01339895;36.34
09/06/2018;Zone H;0.35;0.01339767;36.34
10/06/2018;Zone H;0.35;0.01339638;36.34
11/06/2018;Zone H;0.35;0.01339509;36.34
12/06/2018;Zone H;0.35;0.01339381;36.34
13/06/2018;Zone H;0.35;0.01339252;36.34
14/06/2018;Zone H;0.35;0.01339124;36.34
15/06/2018;Zone H;0.35;0.01338995;36.34
16/06/2018;Zone H;0.35;0.01338866;36.34
17/06/2018;Zone H;0.35;0.01338738;36.34
18/06/2018;Zone H;0.35;0.01338609;36.34
19/06/2018;Zone H;0.35;0.01338481;36.34
20/06/2018;Zone H;0.35;0.01338352;36.34
21/06/2018;Zone H;0.35;0.01338224;36.35
22/06/2018;Zone H;0.35;0.01338095;36.35
23/06/2018;Zone H;0.35;0.01337967;36.35
24/06/2018;Zone H;0.35;0.01337838;36.35
25/06/2018;Zone H;0.35;0.0133771;36.35
26/06/2018;Zone H;0.35;0.01337581;36.35
27/06/2018;Zone H;0.35;0.01337453;36.35
28/06/2018;Zone H;0.35;0.01337324;36.35
29/06/2018;Zone H;0.35;0.01337196;36.35
30/06/2018;Zone H;0.35;0.01337068;36.35
01/07/2018;Zone H;0.35;0.01336939;36.35
02/07/2018;Zone H;0.35;0.01336811;36.35
03/07/2018;Zone H;0.35;0.01336682;36.35
04/07/2018;Zone H;0.35;0.01336554;36.35
05/07/2018;Zone H;0.35;0.01336426;36.35
06/07/2018;Zone H;0.35;0.01336297;36.35
07/07/2018;Zone H;0.35;0.01336169;36.35
08/07/2018;Zone H;0.35;0.01336041;36.35
09/07/2018;Zone H;0.35;0.01335913;36.36
10/07/2018;Zone H;0.35;0.01335784;36.36
11/07/2018;Zone H;0.35;0.01335656;36.36
12/07/2018;Zone H;0.35;0.01335528;36.36
13/07/2018;Zone H;0.35;0.01335399;36.36
14/07/2018;Zone H;0.35;0.01335271;36.36
15/07/2018;Zone H;0.35;0.01335143;36.36
16/07/2018;Zone H;0.35;0.01335015;36.36
17/07/2018;Zone H;0.35;0.01334887;36.36
18/07/2018;Zone H;0.35;0.01334758;36.36
19/07/2018;Zone H;0.35;0.0133463;36.36
20/07/2018;Zone H;0.35;0.01334502;36.36
21/07/2018;Zone H;0.35;0.01334374;36.36
22/07/2018;Zone H;0.35;0.01334246;36.36
23/07/2018;Zone H;0.35;0.01334118;36.36
24/07/2018;Zone H;0.35;0.0133399;36.36
25/07/2018;Zone H;0.35;0.01333862;36.36
26/07/2018;Zone H;0.35;0.01333733;36.36
27/07/2018;Zone H;0.35;0.01333605;36.37
28/07/2018;Zone H;0.35;0.01333477;36.37
29/07/2018;Zone H;0.35;0.01333349;36.37
30/07/2018;Zone H;0.35;0.01333221;36.37
31/07/2018;Zone H;0.35;0.01333093;36.37
01/08/2018;Zone H;0.35;0.01332965;36.37
02/08/2018;Zone H;0.35;0.01332837;36.37
03/08/2018;Zone H;0.35;0.01332709;36.37
04/08/2018;Zone H;0.35;0.01332581;36.37
05/08/2018;Zone H;0.35;0.01332453;36.37
06/08/2018;Zone H;0.35;0.01332325;36.37
07/08/2018;Zone H;0.35;0.01332197;36.37
08/08/2018;Zone H;0.35;0.0133207;36.37
09/08/2018;Zone H;0.35;0.01331942;36.37
10/08/2018;Zone H;0.35;0.01331814;36.37
11/08/2018;Zone H;0.35;0.01331686;36.37
12/08/2018;Zone H;0.35;0.01331558;36.37
13/08/2018;Zone H;0.35;0.0133143;36.37
14/08/2018;Zone H;0.35;0.01331302;36.38
15/08/2018;Zone H;0.35;0.01331174;36.38
16/08/2018;Zone H;0.35;0.01331047;36.38
17/08/2018;Zone H;0.35;0.01330919;36.38
18/08/2018;Zone H;0.35;0.01330791;36.38
19/08/2018;Zone H;0.35;0.01330663;36.38
20/08/2018;Zone H;0.35;0.01330535;36.38
21/08/2018;Zone H;0.35;0.01330408;36.38
22/08/2018;Zone H;0.35;0.0133028;36.38
23/08/2018;Zone H;0.35;0.01330152;36.38
24/08/2018;Zone H;0.35;0.01330024;36.38
25/08/2018;Zone H;0.35;0.01329897;36.38
26/08/2018;Zone H;0.35;0.01329769;36.38
27/08/2018;Zone H;0.35;0.01329641;36.38
28/08/2018;Zone H;0.35;0.01329514;36.38
29/08/2018;Zone H;0.35;0.01329386;36.38
30/08/2018;Zone H;0.35;0.01329258;36.38
31/08/2018;Zone H;0.35;0.01329131;36.38
01/09/2018;Zone H;0.35;0.01329003;36.39
02/09/2018;Zone H;0.35;0.01328875;36.39
03/09/2018;Zone H;0.35;0.01328748;36.39
04/09/2018;Zone H;0.35;0.0132862;36.39
05/09/2018;Zone H;0.35;0.01328493;36.39
06/09/2018;Zone H;0.35;0.01328365;36.39
07/09/2018;Zone H;0.35;0.01328238;36.39
08/09/2018;Zone H;0.35;0.0132811;36.39
09/09/2018;Zone H;0.35;0.01327982;36.39
10/09/2018;Zone H;0.35;0.01327855;36.39
11/09/2018;Zone H;0.35;0.01327727;36.39
12/09/2018;Zone H;0.35;0.013276;36.39
13/09/2018;Zone H;0.35;0.01327472;36.39
14/09/2018;Zone H;0.35;0.01327345;36.39
15/09/2018;Zone H;0.35;0.01327218;36.39
16/09/2018;Zone H;0.35;0.0132709;36.39
17/09/2018;Zone H;0.35;0.01326963;36.39
18/09/2018;Zone H;0.35;0.01326835;36.39
19/09/2018;Zone H;0.35;0.01326708;36.4
20/09/2018;Zone H;0.35;0.0132658;36.4
21/09/2018;Zone H;0.35;0.01326453;36.4
22/09/2018;Zone H;0.35;0.01326326;36.4
23/09/2018;Zone H;0.35;0.01326198;36.4
24/09/2018;Zone H;0.35;0.01326071;36.4
25/09/2018;Zone H;0.35;0.01325944;36.4
26/09/2018;Zone H;0.35;0.01325816;36.4
27/09/2018;Zone H;0.35;0.01325689;36.4
28/09/2018;Zone H;0.35;0.01325562;36.4
29/09/2018;Zone H;0.35;0.01325434;36.4
30/09/2018;Zone H;0.35;0.01325307;36.4
01/10/2018;Zone H;0.35;0.0132518;36.4
02/10/2018;Zone H;0.35;0.01325053;36.4
03/10/2018;Zone H;0.35;0.01324925;36.4
04/10/2018;Zone H;0.35;0.01324798;36.4
05/10/2018;Zone H;0.35;0.01324671;36.4
06/10/2018;Zone H;0.35;0.01324544;36.4
07/10/2018;Zone H;0.35;0.01324417;36.41
08/10/2018;Zone H;0.35;0.01324289;36.41
09/10/2018;Zone H;0.35;0.01324162;36.41
10/10/2018;Zone H;0.35;0.01324035;36.41
11/10/2018;Zone H;0.35;0.01323908;36.41
12/10/2018;Zone H;0.35;0.01323781;36.41
13/10/2018;Zone H;0.35;0.01323654;36.41
14/10/2018;Zone H;0.35;0.01323527;36.41
15/10/2018;Zone H;0.35;0.013234;36.41
16/10/2018;Zone H;0.35;0.01323272;36.41
17/10/2018;Zone H;0.35;0.01323145;36.41
18/10/2018;Zone H;0.35;0.01323018;36.41
19/10/2018;Zone H;0.35;0.01322891;36.41
20/10/2018;Zone H;0.35;0.01322764;36.41
21/10/2018;Zone H;0.36;0.01322637;36.41
22/10/2018;Zone H;0.36;0.0132251;36.41
23/10/2018;Zone H;0.36;0.01322383;36.41
24/10/2018;Zone H;0.36;0.01322256;36.41
25/10/2018;Zone H;0.36;0.01322129;36.41
26/10/2018;Zone H;0.36;0.01322002;36.42
27/10/2018;Zone H;0.36;0.01321875;36.42
28/10/2018;Zone H;0.36;0.01321748;36.42
29/10/2018;Zone H;0.36;0.01321622;36.42
30/10/2018;Zone H;0.36;0.01321495;36.42
31/10/2018;Zone H;0.36;0.01321368;36.42
01/11/2018;Zone H;0.36;0.01321241;36.42
02/11/2018;Zone H;0.36;0.01321114;36.42
03/11/2018;Zone H;0.36;0.01320987;36.42
04/11/2018;Zone H;0.36;0.0132086;36.42
05/11/2018;Zone H;0.36;0.01320733;36.42
06/11/2018;Zone H;0.36;0.01320607;36.42
07/11/2018;Zone H;0.36;0.0132048;36.42
08/11/2018;Zone H;0.36;0.01320353;36.42
09/11/2018;Zone H;0.36;0.01320226;36.42
10/11/2018;Zone H;0.36;0.01320099;36.42
11/11/2018;Zone H;0.36;0.01319973;36.42
12/11/2018;Zone H;0.36;0.01319846;36.42
13/11/2018;Zone H;0.36;0.01319719;36.43
14/11/2018;Zone H;0.36;0.01319593;36.43
15/11/2018;Zone H;0.36;0.01319466;36.43
16/11/2018;Zone H;0.36;0.01319339;36.43
17/11/2018;Zone H;0.36;0.01319212;36.43
18/11/2018;Zone H;0.36;0.01319086;36.43
19/11/2018;Zone H;0.36;0.01318959;36.43
20/11/2018;Zone H;0.36;0.01318832;36.43
21/11/2018;Zone H;0.36;0.01318706;36.43
22/11/2018;Zone H;0.36;0.01318579;36.43
23/11/2018;Zone H;0.36;0.01318453;36.43
24/11/2018;Zone H;0.36;0.01318326;36.43
25/11/2018;Zone H;0.36;0.01318199;36.43
26/11/2018;Zone H;0.36;0.01318073;36.43
27/11/2018;Zone H;0.36;0.01317946;36.43
28/11/2018;Zone H;0.36;0.0131782;36.43
29/11/2018;Zone H;0.36;0.01317693;36.43
30/11/2018;Zone H;0.36;0.01317567;36.43
01/12/2018;Zone H;0.36;0.0131744;36.44
02/12/2018;Zone H;0.36;0.01317314;36.44
03/12/2018;Zone H;0.36;0.01317187;36.44
04/12/2018;Zone H;0.36;0.01317061;36.44
05/12/2018;Zone H;0.36;0.01316934;36.44
06/12/2018;Zone H;0.36;0.01316808;36.44
07/12/2018;Zone H;0.36;0.01316681;36.44
08/12/2018;Zone H;0.36;0.01316555;36.44
09/12/2018;Zone H;0.36;0.01316428;36.44
10/12/2018;Zone H;0.36;0.01316302;36.44
11/12/2018;Zone H;0.36;0.01316176;36.44
12/12/2018;Zone H;0.36;0.01316049;36.44
13/12/2018;Zone H;0.36;0.01315923;36.44
14/12/2018;Zone H;0.36;0.01315796;36.44
15/12/2018;Zone H;0.36;0.0131567;36.44
16/12/2018;Zone H;0.36;0.01315544;36.44
17/12/2018;Zone H;0.36;0.01315417;36.44
18/12/2018;Zone H;0.36;0.01315291;36.44
19/12/2018;Zone H;0.36;0.01315165;36.45
20/12/2018;Zone H;0.36;0.01315039;36.45
21/12/2018;Zone H;0.36;0.01314912;36.45
22/12/2018;Zone H;0.36;0.01314786;36.45
23/12/2018;Zone H;0.36;0.0131466;36.45
24/12/2018;Zone H;0.36;0.01314533;36.45
25/12/2018;Zone H;0.36;0.01314407;36.45
26/12/2018;Zone H;0.36;0.01314281;36.45
27/12/2018;Zone H;0.36;0.01314155;36.45
28/12/2018;Zone H;0.36;0.01314029;36.45
29/12/2018;Zone H;0.36;0.01313902;36.45
30/12/2018;Zone H;0.36;0.01313776;36.45
31/12/2018;Zone H;0.36;0.0131365;36.45
01/01/2019;Zone H;0.36;0.0131352;36.45
02/01/2019;Zone H;0.36;0.01313391;36.45
03/01/2019;Zone H;0.36;0.01313261;36.45
04/01/2019;Zone H;0.36;0.01313131;36.45
05/01/2019;Zone H;0.36;0.01313002;36.45
06/01/2019;Zone H;0.36;0.01312872;36.46
07/01/2019;Zone H;0.36;0.01312742;36.46
08/01/2019;Zone H;0.36;0.01312613;36.46
09/01/2019;Zone H;0.36;0.01312483;36.46
10/01/2019;Zone H;0.36;0.01312353;36.46
11/01/2019;Zone H;0.36;0.01312224;36.46
12/01/2019;Zone H;0.36;0.01312094;36.46
13/01/2019;Zone H;0.36;0.01311965;36.46
14/01/2019;Zone H;0.36;0.01311835;36.46
15/01/2019;Zone H;0.36;0.01311705;36.46
16/01/2019;Zone H;0.36;0.01311576;36.46
17/01/2019;Zone H;0.36;0.01311446;36.46
18/01/2019;Zone H;0.36;0.01311317;36.46
19/01/2019;Zone H;0.36;0.01311187;36.46
20/01/2019;Zone H;0.36;0.01311058;36.46
21/01/2019;Zone H;0.36;0.01310928;36.46
22/01/2019;Zone H;0.36;0.01310799;36.46
23/01/2019;Zone H;0.36;0.01310669;36.46
24/01/2019;Zone H;0.36;0.0131054;36.47
25/01/2019;Zone H;0.36;0.0131041;36.47
26/01/2019;Zone H;0.36;0.01310281;36.47
27/01/2019;Zone H;0.36;0.01310152;36.47
28/01/2019;Zone H;0.36;0.01310022;36.47
29/01/2019;Zone H;0.36;0.01309893;36.47
30/01/2019;Zone H;0.36;0.01309764;36.47
31/01/2019;Zone H;0.36;0.01309634;36.47
01/02/2019;Zone H;0.36;0.01309505;36.47
02/02/2019;Zone H;0.36;0.01309375;36.47
03/02/2019;Zone H;0.36;0.01309246;36.47
04/02/2019;Zone H;0.36;0.01309117;36.47
05/02/2019;Zone H;0.36;0.01308988;36.47
06/02/2019;Zone H;0.36;0.01308858;36.47
07/02/2019;Zone H;0.36;0.01308729;36.47
08/02/2019;Zone H;0.36;0.013086;36.47
09/02/2019;Zone H;0.36;0.01308471;36.47
10/02/2019;Zone H;0.36;0.01308341;36.47
11/02/2019;Zone H;0.36;0.01308212;36.48
12/02/2019;Zone H;0.36;0.01308083;36.48
13/02/2019;Zone H;0.36;0.01307954;36.48
14/02/2019;Zone H;0.36;0.01307825;36.48
15/02/2019;Zone H;0.36;0.01307695;36.48
16/02/2019;Zone H;0.36;0.01307566;36.48
17/02/2019;Zone H;0.36;0.01307437;36.48
18/02/2019;Zone H;0.36;0.01307308;36.48
19/02/2019;Zone H;0.36;0.01307179;36.48
20/02/2019;Zone H;0.36;0.0130705;36.48
21/02/2019;Zone H;0.36;0.01306921;36.48
22/02/2019;Zone H;0.36;0.01306792;36.48
23/02/2019;Zone H;0.36;0.01306662;36.48
24/02/2019;Zone H;0.36;0.01306533;36.48
25/02/2019;Zone H;0.36;0.01306404;36.48
26/02/2019;Zone H;0.36;0.01306275;36.48
27/02/2019;Zone H;0.36;0.01306146;36.48
28/02/2019;Zone H;0.36;0.01306017;36.48
01/03/2019;Zone H;0.36;0.01305888;36.49
02/03/2019;Zone H;0.36;0.01305759;36.49
03/03/2019;Zone H;0.36;0.0130563;36.49
04/03/2019;Zone H;0.36;0.01305501;36.49
05/03/2019;Zone H;0.36;0.01305373;36.49
06/03/2019;Zone H;0.36;0.01305244;36.49
07/03/2019;Zone H;0.36;0.01305115;36.49
08/03/2019;Zone H;0.36;0.01304986;36.49
09/03/2019;Zone H;0.36;0.01304857;36.49
10/03/2019;Zone H;0.36;0.01304728;36.49
11/03/2019;Zone H;0.36;0.01304599;36.49
12/03/2019;Zone H;0.36;0.0130447;36.49
13/03/2019;Zone H;0.36;0.01304342;36.49
14/03/2019;Zone H;0.36;0.01304213;36.49
15/03/2019;Zone H;0.36;0.01304084;36.49
16/03/2019;Zone H;0.36;0.01303955;36.49
17/03/2019;Zone H;0.36;0.01303826;36.49
18/03/2019;Zone H;0.36;0.01303698;36.49
19/03/2019;Zone H;0.36;0.01303569;36.5
20/03/2019;Zone H;0.36;0.0130344;36.5
21/03/2019;Zone H;0.36;0.01303311;36.5
22/03/2019;Zone H;0.36;0.01303183;36.5
23/03/2019;Zone H;0.36;0.01303054;36.5
24/03/2019;Zone H;0.36;0.01302925;36.5
25/03/2019;Zone H;0.36;0.01302797;36.5
26/03/2019;Zone H;0.36;0.01302668;36.5
27/03/2019;Zone H;0.36;0.01302539;36.5
28/03/2019;Zone H;0.36;0.01302411;36.5
29/03/2019;Zone H;0.36;0.01302282;36.5
30/03/2019;Zone H;0.36;0.01302153;36.5
31/03/2019;Zone H;0.36;0.01302025;36.5
01/04/2019;Zone H;0.36;0.01301896;36.5
02/04/2019;Zone H;0.36;0.01301768;36.5
03/04/2019;Zone H;0.36;0.01301639;36.5
04/04/2019;Zone H;0.36;0.0130151;36.5
05/04/2019;Zone H;0.36;0.01301382;36.5
06/04/2019;Zone H;0.36;0.01301253;36.5
07/04/2019;Zone H;0.36;0.01301125;36.51
08/04/2019;Zone H;0.36;0.01300996;36.51
09/04/2019;Zone H;0.36;0.01300868;36.51
10/04/2019;Zone H;0.36;0.01300739;36.51
11/04/2019;Zone H;0.36;0.01300611;36.51
12/04/2019;Zone H;0.36;0.01300482;36.51
13/04/2019;Zone H;0.36;0.01300354;36.51
14/04/2019;Zone H;0.36;0.01300226;36.51
15/04/2019;Zone H;0.36;0.01300097;36.51
16/04/2019;Zone H;0.36;0.01299969;36.51
17/04/2019;Zone H;0.36;0.0129984;36.51
18/04/2019;Zone H;0.36;0.01299712;36.51
19/04/2019;Zone H;0.36;0.01299584;36.51
20/04/2019;Zone H;0.36;0.01299455;36.51
21/04/2019;Zone H;0.36;0.01299327;36.51
22/04/2019;Zone H;0.36;0.01299199;36.51
23/04/2019;Zone H;0.36;0.0129907;36.51
24/04/2019;Zone H;0.36;0.01298942;36.51
25/04/2019;Zone H;0.36;0.01298814;36.52
26/04/2019;Zone H;0.36;0.01298685;36.52
27/04/2019;Zone H;0.36;0.01298557;36.52
28/04/2019;Zone H;0.36;0.01298429;36.52
29/04/2019;Zone H;0.36;0.01298301;36.52
30/04/2019;Zone H;0.36;0.01298172;36.52
01/05/2019;Zone H;0.36;0.01298044;36.52
02/05/2019;Zone H;0.36;0.01297916;36.52
03/05/2019;Zone H;0.36;0.01297788;36.52
04/05/2019;Zone H;0.36;0.0129766;36.52
05/05/2019;Zone H;0.36;0.01297531;36.52
06/05/2019;Zone H;0.36;0.01297403;36.52
07/05/2019;Zone H;0.36;0.01297275;36.52
08/05/2019;Zone H;0.36;0.01297147;36.52
09/05/2019;Zone H;0.36;0.01297019;36.52
10/05/2019;Zone H;0.36;0.01296891;36.52
11/05/2019;Zone H;0.36;0.01296763;36.52
12/05/2019;Zone H;0.36;0.01296635;36.52
13/05/2019;Zone H;0.36;0.01296507;36.53
14/05/2019;Zone H;0.36;0.01296379;36.53
